,ngram,count
1334,i'd love it if we,19
1335,love it if we made,19
1336,it if we made it,19
1333,and i'd love it if,12
1093,it's not living if it's,10
1095,living if it's not with,10
1096,if it's not with you,10
1094,not living if it's not,10
1251,it's not it's not it's,9
548,always wanna die always wanna,9
549,wanna die always wanna die,9
1252,not it's not it's not,9
1387,if we made it and,8
1388,we made it and i'd,8
1389,made it and i'd love,8
1390,it and i'd love it,8
167,won't you give yourself a,7
170,yourself a try? won't you,7
169,give yourself a try? won't,7
168,you give yourself a try?,7
617,what about these feelings i've,6
1338,we made it yes i'd,6
1339,made it yes i'd love,6
1340,it yes i'd love it,6
1341,yes i'd love it if,6
550,die always wanna die always,6
618,about these feelings i've got?,6
1337,if we made it yes,6
779,city believe and say something,5
478,i always wanna die sometimes,5
1073,i do is sit and,5
1072,all i do is sit,5
778,the city believe and say,5
777,in the city believe and,5
2190,i only called her one,4
2203,think it was three times,4
2202,don't think it was three,4
1247,it's not with you it's,4
1248,not with you it's not,4
2201,i don't think it was,4
477,and i always wanna die,4
2191,only called her one time,4
2199,two times? i don't think,4
2200,times? i don't think it,4
2193,her one time maybe it,4
2194,one time maybe it was,4
2195,time maybe it was two,4
2196,maybe it was two times?,4
2198,was two times? i don't,4
2197,it was two times? i,4
2192,called her one time maybe,4
776,young in the city believe,4
2230,three times i didn't mean,4
2232,i didn't mean to two-time,4
2295,time three time four time,4
744,oh will this help me,4
745,will this help me lay,4
746,this help me lay down?,4
482,sometimes i always wanna die,4
172,try? won't you give yourself,4
171,a try? won't you give,4
2231,times i didn't mean to,4
775,being young in the city,4
1000,your mind inside your mind,4
999,inside your mind inside your,4
481,die sometimes i always wanna,4
480,wanna die sometimes i always,4
479,always wanna die sometimes i,4
2211,more than four times i,3
2210,be more than four times,3
173,a try? won't you give?,3
2225,sometimes must be more than,3
2215,i think we need to,3
2212,than four times i think,3
2219,to rewind you text that,3
2208,it can't be more than,3
2224,boy sometimes must be more,3
2223,that boy sometimes must be,3
2222,text that boy sometimes must,3
2221,you text that boy sometimes,3
2220,rewind you text that boy,3
2218,need to rewind you text,3
2213,four times i think we,3
2227,be more than three times,3
2217,we need to rewind you,3
2216,think we need to rewind,3
2228,more than three times i,3
2229,than three times i didn't,3
2226,must be more than three,3
2209,can't be more than four,3
1074,do is sit and think,3
2207,times it can't be more,3
1083,knew what you'd do collapse,3
1090,wearing beautiful shoes it's not,3
1089,veins wearing beautiful shoes it's,3
1088,my veins wearing beautiful shoes,3
1087,collapse my veins wearing beautiful,3
1086,do collapse my veins wearing,3
1085,you'd do collapse my veins,3
1084,what you'd do collapse my,3
1082,i knew what you'd do,3
1092,shoes it's not living if,3
1081,if i knew what you'd,3
1080,you if i knew what,3
1079,about you if i knew,3
1078,think about you if i,3
1077,and think about you if,3
1076,sit and think about you,3
1075,is sit and think about,3
1091,beautiful shoes it's not living,3
619,these feelings i've got? we,3
2206,three times it can't be,3
633,these feelings i've got? i,3
2205,was three times it can't,3
2204,it was three times it,3
638,couldn't be more in love,3
637,i couldn't be more in,3
636,got? i couldn't be more,3
635,i've got? i couldn't be,3
634,feelings i've got? i couldn't,3
628,you said you'd had enough,3
620,feelings i've got? we got,3
476,[chorus] and i always wanna,3
626,wrong and you said you'd,3
625,it wrong and you said,3
624,got it wrong and you,3
623,we got it wrong and,3
622,got? we got it wrong,3
621,i've got? we got it,3
627,and you said you'd had,3
2214,times i think we need,3
1249,with you it's not it's,3
793,we can see it's missing,3
1250,you it's not it's not,3
773,a fiver? being young in,3
1253,it's not it's not living,3
1254,not it's not living if,3
800,bleed say so we know,3
799,you bleed say so we,3
798,when you bleed say so,3
797,missing when you bleed say,3
796,it's missing when you bleed,3
795,see it's missing when you,3
794,can see it's missing when,3
1140,it's not with you all,2
1141,not with you all i,2
2332,wife but i'm just fine,2
645,i could have been a,2
1143,you all i do is,2
1144,do is sit and drink,2
1145,is sit and drink without,2
1146,sit and drink without you,2
1147,and drink without you if,2
2331,a wife but i'm just,2
1149,without you if i choose,2
1150,you if i choose then,2
1151,if i choose then i,2
1152,i choose then i lose,2
2156,[pre-chorus] you wet my eyes,2
1142,with you all i do,2
71,whilst i see how much,2
72,i see how much drink,2
322,i've not learned how to,2
70,make whilst i see how,2
69,to make whilst i see,2
68,going to make whilst i,2
67,you're going to make whilst,2
66,jokes you're going to make,2
65,the jokes you're going to,2
64,all the jokes you're going,2
63,save all the jokes you're,2
786,you please listen! would you,2
785,would you please listen! would,2
783,something [chorus] would you please,2
58,i get lonesome sometimes [chorus],2
57,'cause i get lonesome sometimes,2
323,not learned how to draw,2
2162,i don't mind it i,2
2157,you wet my eyes but,2
2158,wet my eyes but i,2
1157,distract my brain from the,2
1156,lose distract my brain from,2
1155,i lose distract my brain,2
1154,then i lose distract my,2
1153,choose then i lose distract,2
2182,[chorus] i swear that i,2
2181,it [chorus] i swear that,2
2180,define it [chorus] i swear,2
2179,i'll define it [chorus] i,2
2178,and i'll define it [chorus],2
2177,fight and i'll define it,2
2176,a fight and i'll define,2
2175,pick a fight and i'll,2
2174,you pick a fight and,2
2173,sometimes you pick a fight,2
2172,only sometimes you pick a,2
2171,it's only sometimes you pick,2
2170,but it's only sometimes you,2
2169,lies but it's only sometimes,2
2168,you lies but it's only,2
2167,tell you lies but it's,2
2166,i tell you lies but,2
2165,it i tell you lies,2
2164,mind it i tell you,2
2163,don't mind it i tell,2
55,a sign 'cause i get,2
2161,but i don't mind it,2
2160,eyes but i don't mind,2
2159,my eyes but i don't,2
56,sign 'cause i get lonesome,2
616,so what about these feelings,2
1159,brain from the terrible news,2
1574,when we are lovers? 'cause,2
1581,ends with us hating each,2
1580,always ends with us hating,2
1579,it always ends with us,2
1578,'cause it always ends with,2
1577,lovers? 'cause it always ends,2
1576,are lovers? 'cause it always,2
1575,we are lovers? 'cause it,2
1573,friends when we are lovers?,2
1583,us hating each other instead,2
1572,be friends when we are,2
1571,we be friends when we,2
1570,can't we be friends when,2
1001,mind inside your mind [verse,2
483,always wanna die sometimes [verse,2
760,required! oh will this help,2
759,gun required! oh will this,2
1582,with us hating each other,2
1584,hating each other instead of,2
615,[chorus] so what about these,2
1594,be pulling me in i've,2
1601,one more thing to say,2
1600,got one more thing to,2
1599,just got one more thing,2
1598,i've just got one more,2
1597,in i've just got one,2
1596,me in i've just got,2
1595,pulling me in i've just,2
1593,should be pulling me in,2
1585,each other instead of calling,2
1592,you should be pulling me,2
1591,out you should be pulling,2
1590,me out you should be,2
1589,calling me out you should,2
1588,of calling me out you,2
1587,instead of calling me out,2
1586,other instead of calling me,2
758,no gun required! oh will,2
1774,lonely part of the world,2
1569,why can't we be friends,2
48,room just wait till i,2
740,am i a liar? oh,2
782,say something [chorus] would you,2
43,don't wait outside my hotel,2
44,wait outside my hotel room,2
45,outside my hotel room just,2
46,my hotel room just wait,2
47,hotel room just wait till,2
49,just wait till i give,2
1568,[chorus] why can't we be,2
50,wait till i give you,2
51,till i give you a,2
52,i give you a sign,2
53,give you a sign 'cause,2
54,you a sign 'cause i,2
1097,it's not with you [verse,2
1879,very very very very very,2
741,i a liar? oh will,2
742,a liar? oh will this,2
743,liar? oh will this help,2
781,and say something [chorus] would,2
547,i always wanna die always,2
1328,modernity has failed us [chorus],2
1329,has failed us [chorus] and,2
555,die always wanna die sometimes,2
1035,mind inside your mind inside,2
914,say something and say something,2
913,and say something and say,2
1070,[chorus] and all i do,2
1071,and all i do is,2
1330,failed us [chorus] and i'd,2
1331,us [chorus] and i'd love,2
1332,[chorus] and i'd love it,2
1342,if we made it [verse,2
774,fiver? being young in the,2
780,believe and say something [chorus],2
1158,my brain from the terrible,2
1148,drink without you if i,2
73,see how much drink i,2
845,scared of dying it's fine,2
2335,just fine 'cause i know,2
2334,i'm just fine 'cause i,2
2333,but i'm just fine 'cause,2
2267,mean to two-time two-time you,2
2266,didn't mean to two-time two-time,2
166,try won't you give yourself,2
165,a try won't you give,2
163,give yourself a try won't,2
162,just give yourself a try,2
161,so just give yourself a,2
2320,a young man's life he,2
160,[chorus] so just give yourself,2
850,what's a fiver? being young,2
1400,me something i didn't know,2
1399,tell me something i didn't,2
1398,it tell me something i,2
2315,there comes a time in,2
2316,comes a time in a,2
2317,a time in a young,2
2318,time in a young man's,2
1397,made it tell me something,2
2337,'cause i know that you,2
2338,i know that you are,2
2339,know that you are mine,2
2298,four time three time four,2
2299,three time four time two,2
2300,time four time two time,2
74,how much drink i can,2
2297,time four time three time,2
2296,three time four time three,2
2340,that you are mine [verse,2
2294,one time three time four,2
2293,oh one time three time,2
2292,time oh one time three,2
2291,one time oh one time,2
2301,four time two time three,2
691,but what about these feelings,2
690,enough but what about these,2
689,had enough but what about,2
688,you'd had enough but what,2
687,said you'd had enough but,2
2302,time two time three time,2
174,try? won't you give? [verse,2
2319,in a young man's life,2
164,yourself a try won't you,2
2321,young man's life he should,2
1160,from the terrible news it's,2
2233,didn't mean to two-time you,2
1396,we made it tell me,2
708,is that on fire? am,2
709,that on fire? am i,2
710,on fire? am i a,2
711,fire? am i a liar?,2
78,can take then be my,2
79,take then be my mistake,2
80,then be my mistake [verse,2
787,please listen! would you please,2
788,listen! would you please listen!,2
2322,man's life he should settle,2
789,would you please listen! we,2
790,you please listen! we can,2
791,please listen! we can see,2
804,know being young in the,2
803,we know being young in,2
802,so we know being young,2
801,say so we know being,2
77,i can take then be,2
1395,if we made it tell,2
1161,the terrible news it's not,2
76,drink i can take then,2
2323,life he should settle down,2
2324,he should settle down and,2
2325,should settle down and find,2
2326,settle down and find himself,2
2327,down and find himself a,2
2328,and find himself a wife,2
2329,find himself a wife but,2
75,much drink i can take,2
2330,himself a wife but i'm,2
792,listen! we can see it's,2
1162,terrible news it's not living,2
1163,news it's not living if,2
1642,don't have a child don't,1
1651,leave it [chorus] why can't,1
1646,don't cramp your style i'll,1
1634,conceiving it's only you that,1
1645,child don't cramp your style,1
1635,it's only you that you're,1
1636,only you that you're deceiving,1
1633,off conceiving it's only you,1
1644,a child don't cramp your,1
1643,have a child don't cramp,1
1654,thing to say [outro] i'm,1
1648,your style i'll leave it,1
1649,style i'll leave it [chorus],1
1650,i'll leave it [chorus] why,1
1653,more thing to say [outro],1
1637,you that you're deceiving oh,1
1647,cramp your style i'll leave,1
1638,that you're deceiving oh don't,1
1639,you're deceiving oh don't have,1
1640,deceiving oh don't have a,1
1641,oh don't have a child,1
1652,it [chorus] why can't we,1
1617,you're perceived when at your,1
1632,putting off conceiving it's only,1
1746,robot] [spoken word: siri british,1
1620,at your best you're intermediately,1
1763,lived in a lonely house,1
1764,in a lonely house on,1
1765,a lonely house on a,1
1656,say [outro] i'm just pissed,1
1621,your best you're intermediately versed,1
1747,[spoken word: siri british male,1
1614,could control how you're perceived,1
1748,word: siri british male ],1
1749,siri british male ] this,1
1750,british male ] this is,1
1751,male ] this is a,1
1752,] this is a story,1
1753,this is a story about,1
1762,he lived in a lonely,1
1761,man he lived in a,1
1619,when at your best you're,1
1618,perceived when at your best,1
1622,best you're intermediately versed in,1
1623,you're intermediately versed in your,1
1624,intermediately versed in your own,1
1625,versed in your own feelings?,1
1626,in your own feelings? keep,1
1627,your own feelings? keep on,1
1628,own feelings? keep on putting,1
1629,feelings? keep on putting off,1
1616,how you're perceived when at,1
1745,a robot] [spoken word: siri,1
1615,control how you're perceived when,1
1630,keep on putting off conceiving,1
1631,on putting off conceiving it's,1
1655,to say [outro] i'm just,1
1678,front of some sket who,1
1657,[outro] i'm just pissed off,1
1658,i'm just pissed off because,1
1696,dress a post-traumatic mess [verse,1
1695,a dress a post-traumatic mess,1
1694,like a dress a post-traumatic,1
1714,her take angela angela [verse,1
1715,take angela angela [verse 3],1
1716,angela angela [verse 3] oh,1
1717,angela [verse 3] oh we,1
1718,[verse 3] oh we don’t,1
1693,it like a dress a,1
1692,wears it like a dress,1
1691,she wears it like a,1
1690,angela she wears it like,1
1719,3] oh we don’t speak,1
1720,oh we don’t speak she,1
1721,we don’t speak she stayed,1
1722,don’t speak she stayed an,1
1723,speak she stayed an extra,1
1760,lonely man he lived in,1
1724,she stayed an extra week,1
1725,stayed an extra week oh,1
1726,an extra week oh i,1
1697,a post-traumatic mess [verse 2],1
1698,post-traumatic mess [verse 2] and,1
1699,mess [verse 2] and don't,1
1703,don't sleep it hurts to,1
1612,believe you could control how,1
1759,lonely lonely man he lived,1
1758,a lonely lonely man he,1
1757,about a lonely lonely man,1
1756,story about a lonely lonely,1
1755,a story about a lonely,1
1754,is a story about a,1
1701,2] and don't sleep it,1
1702,and don't sleep it hurts,1
1704,sleep it hurts to be,1
1713,make her take angela angela,1
1705,it hurts to be awake,1
1706,hurts to be awake the,1
1707,to be awake the things,1
1708,be awake the things they,1
1709,awake the things they make,1
1710,the things they make her,1
1711,things they make her take,1
1712,they make her take angela,1
1700,[verse 2] and don't sleep,1
1727,extra week oh i see,1
1728,week oh i see her,1
1729,oh i see her in,1
1669,show when you let go,1
1679,of some sket who wants,1
1677,in front of some sket,1
1676,hand in front of some,1
1675,my hand in front of,1
1674,of my hand in front,1
1673,go of my hand in,1
1672,let go of my hand,1
1671,you let go of my,1
1670,when you let go of,1
1668,your show when you let,1
1743,who married a robot] [spoken,1
1667,after your show when you,1
1666,off after your show when,1
1665,me off after your show,1
1664,pied me off after your,1
1663,you pied me off after,1
1662,because you pied me off,1
1661,off because you pied me,1
1660,pissed off because you pied,1
1659,just pissed off because you,1
1744,married a robot] [spoken word:,1
1742,man who married a robot],1
1689,1] angela she wears it,1
1731,see her in my sleep,1
1688,[verse 1] angela she wears,1
1687,you [verse 1] angela she,1
1686,on you [verse 1] angela,1
1685,bitch on you [verse 1],1
1684,to bitch on you [verse,1
1683,wants to bitch on you,1
1682,who wants to bitch on,1
1681,sket who wants to bitch,1
1730,i see her in my,1
1732,her in my sleep angela,1
1741,the man who married a,1
1680,some sket who wants to,1
1733,in my sleep angela oh,1
1734,my sleep angela oh angela,1
1735,sleep angela oh angela [part,1
1736,angela oh angela [part i:,1
1737,oh angela [part i: the,1
1738,angela [part i: the man,1
1739,[part i: the man who,1
1740,i: the man who married,1
1613,you could control how you're,1
0,[verse 1] and be my,1
1611,you believe you could control,1
1415,on a pitch [verse 3],1
1427,excited to be indicted unrequited,1
1426,"bitch!"" excited to be indicted",1
1425,"a bitch!"" excited to be",1
1424,"like a bitch!"" excited to",1
1423,"her like a bitch!"" excited",1
1422,"on her like a bitch!""",1
1421,moved on her like a,1
